,file,interval_idx,t_start_hours,t_end_hours,n_events,success,log_likelihood,mu,alphas,betas,ks_reject_khmaladze,ad_reject_khmaladze,cvm_reject_khmaladze,rejected_count_khmaladze,ks_reject_naive,ad_reject_naive,cvm_reject_naive,rejected_count_naive,ks_reject_exp,ad_reject_exp,cvm_reject_exp,rejected_count_exp
3_15,SG_20170123.csv.gz,15,3.75,4.0,267,True,877.5408968723139,0.13500135308641917,[    0.             0.         38065.06332372],[27873.5252038  30066.12327551 36681.59539564],False,False,False,0,True,True,True,3,True,True,True,3
3_16,SG_20170123.csv.gz,16,4.0,4.25,231,True,553.0304760439144,0.12181959755448463,[    0.             0.         18305.58527314],[19215.91889025 11340.31664577 15869.62545135],False,False,False,0,True,True,True,3,True,True,True,3
3_17,SG_20170123.csv.gz,17,4.25,4.5,163,True,210.78951708805374,0.09512728803037118,[1.88900963e+03 2.09209716e-03 1.12656708e+04],[26062.58981171  5287.61242668 10339.07256933],False,False,True,1,True,True,True,3,True,True,True,3
3_18,SG_20170123.csv.gz,18,4.5,4.75,375,True,1664.5946376348274,0.17685829878772155,[1.54730619e+01 0.00000000e+00 9.60199959e+04],[ 68145.27488234  99053.94372618 127397.39323269],False,False,False,0,True,True,True,3,True,True,True,3
3_19,SG_20170123.csv.gz,19,4.75,5.0,311,True,952.6218070995903,0.16214686169860634,[2.82452208e-01 1.44349807e-01 1.92079508e+04],[15181.44150969 18931.89276996 36266.34882798],False,True,False,1,False,False,False,0,True,True,True,3
3_20,SG_20170123.csv.gz,20,5.0,5.25,336,True,1448.0442970594822,0.1445838231816536,[  269.37342806     0.         37714.07461797],[21251.69432938 40567.03375287 52549.00831654],False,False,False,0,True,True,True,3,True,True,True,3
3_21,SG_20170123.csv.gz,21,5.25,5.5,402,True,1437.4377184626792,0.21508152275041087,[0.00000000e+00 1.30524492e-04 1.28525900e+05],[140819.26333926  80943.11961414 124331.81612064],True,True,True,3,True,True,True,3,True,True,True,3
3_22,SG_20170123.csv.gz,22,5.5,5.75,207,True,539.1304878592617,0.11175998544124152,[ 6289.87131557    86.38840976 37625.25518845],[89748.05960435 15451.34288182 58021.03576196],False,False,False,0,True,True,True,3,True,True,True,3
3_23,SG_20170123.csv.gz,23,5.75,6.0,275,True,848.4672969276353,0.13834458987695467,[    0.             0.         39562.93605631],[41385.95055828 21673.32258102 30718.93402996],False,False,False,0,True,True,True,3,True,True,True,3
3_24,SG_20170123.csv.gz,24,6.0,6.25,302,True,821.601387643729,0.1533383230396831,[    0.             0.         24299.60562676],[25978.21018655 13731.01337079 19394.09129828],False,False,False,0,True,True,True,3,True,True,True,3
3_25,SG_20170123.csv.gz,25,6.25,6.5,291,True,718.7633828605126,0.15479203169934358,[    0.             0.         25618.92781337],[27992.12598782 12576.06330012 19575.06509284],False,False,False,0,True,True,True,3,True,True,True,3
3_26,SG_20170123.csv.gz,26,6.5,6.75,406,True,858.9531668260008,0.2378196821281743,[0.00000000e+00 2.17563968e-02 2.93080885e+04],[38453.84016553 12151.91640072 24809.71842403],False,False,False,0,True,True,True,3,True,True,True,3
3_27,SG_20170123.csv.gz,27,6.75,7.0,378,True,1383.1163430410274,0.17973956247215225,[0.00000000e+00 3.46464088e-01 2.96671479e+04],[26426.93608975 20051.26407456 33471.24115743],False,False,False,0,True,True,True,3,True,True,True,3
3_28,SG_20170123.csv.gz,28,7.0,7.25,424,True,1294.2555849279242,0.21894230900622147,[    0.             0.         21341.46358934],[19653.76043757 13723.34785296 22125.55789975],False,True,True,2,True,True,True,3,True,True,True,3
3_29,SG_20170123.csv.gz,29,7.25,7.5,529,True,2384.0731911815883,0.254709089176368,[9.25797111e+00 4.61302770e-02 7.61973974e+04],[ 52375.42682113  76595.7839289  111291.51297723],False,False,False,0,True,True,True,3,True,True,True,3
3_30,SG_20170123.csv.gz,30,7.5,7.75,502,True,1891.948247803567,0.23967937693130492,[ 2271.52037132    43.72124447 17895.26842172],[ 12023.9058261  126295.2808546   83656.36948854],False,False,False,0,True,True,True,3,True,True,True,3
3_31,SG_20170123.csv.gz,31,7.75,8.0,605,True,2605.456483917492,0.30098586025127866,[4.15811749e-01 0.00000000e+00 6.63919883e+04],[49851.95503104 81664.50422265 99240.93058559],False,False,False,0,True,True,True,3,True,True,True,3
3_32,SG_20170123.csv.gz,32,8.0,8.25,761,True,3496.9882189980062,0.357487178681948,[  381.74862662     0.         47878.72611473],[15750.34877188 53323.56809057 86605.14364963],False,False,False,0,False,False,False,0,True,True,True,3
3_33,SG_20170123.csv.gz,33,8.25,8.482635571388888,808,True,4517.663438817555,0.34692445583321,[  202.29040436   798.76959387 73803.53177745],[ 28650.1891795   93117.12914976 126376.41893321],False,False,False,0,False,False,False,0,True,True,True,3
4_0,SG_20170131.csv.gz,0,0.0,0.25,1007,True,4681.960175229615,0.359506290830029,[ 1274.79796453     0.         25563.49130998],[ 3406.81360163 39432.7977333  38300.12148874],False,False,False,0,True,True,True,3,True,True,True,3
4_1,SG_20170131.csv.gz,1,0.25,0.5,1171,True,5008.178185111353,0.5493012174204359,[2.09211570e+02 3.03202999e+00 3.65141151e+04],[15324.01863939 49793.67487821 60345.87703499],False,False,False,0,False,True,False,1,True,True,True,3
4_2,SG_20170131.csv.gz,2,0.5,0.75,925,True,4242.115607903791,0.4037319736411008,[ 1413.07333917   220.86683104 38560.6268066 ],[15757.64129306 47840.91209278 66433.80419849],False,False,False,0,False,False,False,0,True,True,True,3
4_3,SG_20170131.csv.gz,3,0.75,1.0,678,True,3242.978683996727,0.2831453521075789,[ 2646.05140483   758.88172296 41207.31923787],[23657.73983092 52742.93446833 64332.87673607],False,False,False,0,True,True,True,3,True,True,True,3
4_4,SG_20170131.csv.gz,4,1.0,1.25,515,True,2098.5825917728735,0.22148525018111684,[ 1424.54730582     0.         23441.17778023],[12448.44185948 25434.00885294 31517.69638455],False,False,False,0,True,True,True,3,True,True,True,3
4_5,SG_20170131.csv.gz,5,1.25,1.5,987,True,5612.941859230768,0.23867499647280876,[5.79814768e+01 8.68812364e-06 5.13718626e+04],[   226.64591488  88779.16201604 115430.40864671],False,False,False,0,False,True,False,1,True,True,True,3
4_6,SG_20170131.csv.gz,6,1.5,1.75,384,True,943.192998239472,0.2231919570185136,[    0.             0.         24509.30768691],[22486.85802903 20974.5825281  29212.72863155],False,False,False,0,True,True,True,3,True,True,True,3
4_7,SG_20170131.csv.gz,7,1.75,2.0,456,True,1740.2375141747725,0.20754738960979166,[ 1148.42693982     0.         20779.69244729],[12898.8845528  23195.40182455 28707.99754885],False,False,False,0,True,True,True,3,True,True,True,3
4_8,SG_20170131.csv.gz,8,2.0,2.25,495,True,1846.6675555580812,0.2505368970321443,[  133.03663801     0.         47712.9832305 ],[22054.97408775 51142.71543599 68322.3111043 ],False,False,False,0,True,True,True,3,True,True,True,3
4_9,SG_20170131.csv.gz,9,2.25,2.5,313,True,603.3806211885708,0.21021370350949087,[1.15079199e+04 2.82168516e+01 9.36000441e+04],[186177.84039511  46827.63487936 122679.05477466],False,False,False,0,True,True,True,3,True,True,True,3
4_10,SG_20170131.csv.gz,10,2.5,2.75,443,True,1456.2157449401052,0.22584658827713489,[3.45313478e+02 4.64568430e-03 1.50448688e+04],[14013.92574564 20470.73110447 29146.73784091],True,True,True,3,False,True,False,1,True,True,True,3
4_11,SG_20170131.csv.gz,11,2.75,3.0,378,True,933.770052957138,0.18601612070864385,[   0.            0.         7722.83397921],[8348.46081552 4916.02580023 7161.71712478],True,False,False,1,True,True,True,3,True,True,True,3
4_12,SG_20170131.csv.gz,12,3.0,3.25,370,True,1264.074249202874,0.1881287599422471,[3.57031416e-02 7.65594029e-04 2.71670886e+04],[18738.67642544 23727.59403741 35019.53430398],True,True,True,3,True,True,True,3,True,True,True,3
4_13,SG_20170131.csv.gz,13,3.25,3.5,378,True,1238.3122515821228,0.18946542685694348,[3.29917486e+00 3.73357508e-03 1.80529878e+04],[11462.42970242 16327.70544006 24800.71848903],False,False,False,0,True,True,True,3,True,True,True,3
4_14,SG_20170131.csv.gz,14,3.5,3.75,277,True,691.2631883776633,0.14988147908857904,[0.00000000e+00 1.48308545e+01 1.52821336e+04],[18353.55157239  8998.54625716 19016.52714662],False,False,False,0,True,True,True,3,True,True,True,3
4_15,SG_20170131.csv.gz,15,3.75,4.0,459,True,2065.02341306807,0.17139702279606173,[2.20515497e+02 1.76230883e-04 6.67695359e+04],[  1028.08101033  31203.35718934 119413.14731252],False,False,False,0,True,True,True,3,True,True,True,3
4_16,SG_20170131.csv.gz,16,4.0,4.25,500,True,1759.988438884151,0.24007264329867775,[  996.95148979     0.         32728.26909911],[12513.40259686 42334.36323079 45911.8462607 ],False,False,False,0,True,True,True,3,True,True,True,3
4_17,SG_20170131.csv.gz,17,4.25,4.5,286,True,808.6060913200729,0.1319635753695365,[   0.            0.         8530.92424728],[5922.64317488 5817.64758394 8216.50173115],True,False,True,2,True,True,True,3,True,True,True,3
4_18,SG_20170131.csv.gz,18,4.5,4.75,690,True,3312.0519687634173,0.24114423964478524,[ 1550.76415535     0.         22544.03688626],[ 4026.57085827 37834.38080947 47755.77745912],False,False,False,0,True,True,True,3,True,True,True,3
4_19,SG_20170131.csv.gz,19,4.75,5.0,405,True,885.7519579688118,0.22633257193748635,[   0.            0.         8702.22117443],[8930.69385377 6110.47412231 9310.24949667],False,False,False,0,True,True,True,3,True,True,True,3
4_20,SG_20170131.csv.gz,20,5.0,5.25,225,True,358.705334225009,0.1396733512799578,[2.64924518e+00 1.53478323e+03 7.43184364e+03],[23766.25210463 10739.37666041 26644.94457012],False,False,False,0,False,False,False,0,True,True,True,3
4_21,SG_20170131.csv.gz,21,5.25,5.5,290,True,648.9728530581044,0.15546379638095423,[0.00000000e+00 7.47076200e-02 8.04442916e+03],[9248.6919961  5116.18062587 9848.52148869],False,False,False,0,True,True,True,3,True,True,True,3
4_22,SG_20170131.csv.gz,22,5.5,5.75,380,True,847.8630123826514,0.2222856814179647,[    0.             0.         20051.11672595],[20754.41887735 12771.91583926 20138.06438011],True,True,True,3,True,True,True,3,True,True,True,3
4_23,SG_20170131.csv.gz,23,5.75,6.0,288,True,571.0119471193004,0.16419563889634736,[    0.             0.         29609.58572028],[31338.11715343 13787.58122706 22123.25096356],True,True,True,3,True,True,True,3,True,True,True,3
4_24,SG_20170131.csv.gz,24,6.0,6.25,202,True,263.723408853111,0.12878317093080116,[ 2933.28784153   109.24216965 26067.03834433],[54194.46533853 11351.88584424 28397.47438367],True,True,True,3,True,True,True,3,True,True,True,3
4_25,SG_20170131.csv.gz,25,6.25,6.5,476,True,1468.1833885831095,0.24412139213717138,[1.46477562e-04 0.00000000e+00 1.88118834e+04],[13616.7297036  13923.46970878 21153.36406067],False,False,False,0,True,True,True,3,True,True,True,3
4_26,SG_20170131.csv.gz,26,6.5,6.75,483,True,1233.624713119273,0.24130048930434683,[8.83397866e-04 8.98257516e-04 2.95527459e+03],[4504.60725015 4526.99285485 5356.80736449],False,False,False,0,False,False,False,0,True,True,True,3
4_27,SG_20170131.csv.gz,27,6.75,7.0,563,True,1536.4153094889969,0.3232895359916019,[4.36730552e-01 0.00000000e+00 1.76971035e+04],[13530.33626269 19868.97094705 25860.12945231],False,False,False,0,True,True,True,3,True,True,True,3
4_28,SG_20170131.csv.gz,28,7.0,7.25,937,True,3935.3460252358127,0.37913961200063306,[  912.70669076     0.         20283.20931844],[ 5314.04884676 19116.17014223 37019.67004588],False,False,False,0,True,True,True,3,True,True,True,3
4_29,SG_20170131.csv.gz,29,7.25,7.5,787,True,2978.253345385775,0.4051321705216039,[  589.81220952     0.         34900.30921075],[13083.71010127 38351.50088142 63438.46750957],True,False,False,1,True,True,True,3,True,True,True,3
4_30,SG_20170131.csv.gz,30,7.5,7.75,654,True,1864.9400625172143,0.35542124729596947,[1.09995889e+01 0.00000000e+00 1.27343610e+04],[ 7811.09162783 14306.99598676 18959.90950385],False,False,False,0,True,True,True,3,True,True,True,3
4_31,SG_20170131.csv.gz,31,7.75,8.0,752,True,2323.0656429682967,0.4532712517400874,[1.03250401e+02 4.03797857e-01 5.74478202e+04],[27806.27636083 63729.54933206 97340.55947971],True,True,True,3,True,True,True,3,True,True,True,3
4_32,SG_20170131.csv.gz,32,8.0,8.25,1149,True,3898.4016225206387,0.65966806196935,[ 1559.25771558     0.         60711.32879704],[14645.89499839 73618.20008504 97123.44103631],False,False,False,0,True,True,True,3,True,True,True,3
4_33,SG_20170131.csv.gz,33,8.25,8.482977427777778,1228,True,5624.367207683481,0.6319644061806459,[ 1029.09565471     0.         67028.12473525],[ 16835.41084432  87685.53465196 100890.21005789],False,False,False,0,True,True,True,3,True,True,True,3
5_0,SG_20170119.csv.gz,0,0.0,0.25,920,True,3947.816864463295,0.37803115896098527,[ 1002.29833882     0.         15288.0023347 ],[ 5968.92010295 13034.5686692  31139.81610502],False,False,False,0,False,False,False,0,True,True,True,3
5_1,SG_20170119.csv.gz,1,0.25,0.5,568,True,1766.032438904085,0.3069458393518376,[6.74505751e-01 0.00000000e+00 2.01511657e+04],[16135.6750182  22821.97526198 28281.04306705],False,False,False,0,True,True,True,3,True,True,True,3
5_2,SG_20170119.csv.gz,2,0.5,0.75,441,True,1475.4362907885738,0.22461114075623104,[0.00000000e+00 4.11795635e-01 3.38077091e+04],[29762.66211861 18878.08393726 35920.77310625],False,False,False,0,True,True,True,3,True,True,True,3
5_3,SG_20170119.csv.gz,3,0.75,1.0,374,True,1248.2129655740891,0.18567876609331654,[    0.             0.         24410.16348651],[18743.02432489 23380.76326963 27987.2433475 ],False,False,False,0,True,True,True,3,True,True,True,3
5_4,SG_20170119.csv.gz,4,1.0,1.25,433,True,1500.1448330291123,0.23516811354697564,[    0.             0.         89304.42828601],[75025.69332127 70996.02551895 92748.07810818],False,False,True,1,True,True,True,3,True,True,True,3
5_5,SG_20170119.csv.gz,5,1.25,1.5,283,True,682.2559307378358,0.14817411504042663,[4.87544522e-03 5.90357469e-01 5.23929248e+03],[8860.84844802 5259.27382206 9894.61008541],False,False,False,0,False,False,False,0,True,True,True,3
5_6,SG_20170119.csv.gz,6,1.5,1.75,324,True,690.6714585212643,0.18764485086495308,[0.00000000e+00 2.47110645e-04 1.98725587e+04],[28201.85845046 11532.42430938 20113.07443496],True,True,True,3,True,True,True,3,True,True,True,3
5_7,SG_20170119.csv.gz,7,1.75,2.0,206,True,333.3144732898552,0.12021008754835882,[ 2929.82737569   457.15075491 12551.11723438],[31754.34921449  3983.68691888 23523.2904947 ],False,False,False,0,True,True,True,3,True,True,True,3
5_8,SG_20170119.csv.gz,8,2.0,2.25,289,True,798.2498522475566,0.15165287588735252,[    0.             0.         27152.85754788],[23217.91092152 19404.36947992 25330.53171847],False,False,False,0,True,True,True,3,True,True,True,3
5_9,SG_20170119.csv.gz,9,2.25,2.5,329,True,807.6989661782826,0.16709451036012937,[    0.             0.         11196.62428677],[13754.36562622  6575.00676826 10313.76666847],True,False,False,1,True,True,True,3,True,True,True,3
5_10,SG_20170119.csv.gz,10,2.5,2.75,256,True,859.9838685192894,0.12502827389091856,[    0.          1288.18580223 54922.38701999],[69928.13450918 15200.90040403 67922.61496575],False,False,False,0,True,True,True,3,True,True,True,3
5_11,SG_20170119.csv.gz,11,2.75,3.0,439,True,2076.2787114780735,0.1797378233071349,[  772.40387124     0.         36820.96541146],[23213.91371354 50958.84050553 52046.940286  ],False,False,False,0,True,True,True,3,True,True,True,3
5_12,SG_20170119.csv.gz,12,3.0,3.25,239,True,645.8147768991469,0.12872711836333603,[    0.          2321.56300756 47227.08809356],[62351.85698125 15039.9629416  58125.4235672 ],True,True,True,3,True,True,True,3,True,True,True,3
5_13,SG_20170119.csv.gz,13,3.25,3.5,139,True,205.59983821406396,0.08319349451763747,[  15.8316367  1046.59478536 7018.10285864],[26578.37366054  6561.41847599 31500.37410811],False,True,False,1,False,False,False,0,True,True,True,3
5_14,SG_20170119.csv.gz,14,3.5,3.75,111,True,213.20040079234911,0.05309328200967332,[7.47032284e-06 2.02340899e+01 4.28096378e+04],[1.71936722e+05 1.00817246e+02 1.23365391e+05],False,False,False,0,False,False,False,0,False,False,False,0
5_15,SG_20170119.csv.gz,15,3.75,4.0,94,True,52.69465170166002,0.06327382019078477,[15820.65836005   719.85141017   360.86123303],[48676.4720453   6561.4992788  64298.20578763],False,False,False,0,False,False,False,0,False,True,False,1
5_16,SG_20170119.csv.gz,16,4.0,4.25,322,True,1513.9362796000219,0.1098415863373784,[  922.46333782   594.64446162 16063.73407712],[ 4478.46628994 25890.72483687 25606.47608593],False,False,False,0,True,True,True,3,True,True,True,3
5_17,SG_20170119.csv.gz,17,4.25,4.5,236,True,571.7295123816514,0.10388967132228076,[1.99736174e-03 4.16588162e-03 1.78389330e+03],[1840.52789015 1641.43068413 2954.26723582],False,False,False,0,False,False,False,0,True,True,True,3
5_18,SG_20170119.csv.gz,18,4.5,4.75,368,True,746.6536724061835,0.2190295989700603,[    0.             0.         15795.82036993],[17425.12484453 12551.19502373 18415.88985538],False,False,False,0,True,True,True,3,True,True,True,3
5_19,SG_20170119.csv.gz,19,4.75,5.0,634,True,2613.3653576966876,0.2791273796231674,[  367.53999863     0.         32888.06265601],[ 5749.24125846 51017.79708466 55274.31472391],False,False,False,0,False,False,False,0,True,True,True,3
5_20,SG_20170119.csv.gz,20,5.0,5.25,285,True,790.3525292099523,0.15005433534841087,[    0.             0.         36548.97866643],[34832.85903274 22437.57795965 29795.60704554],False,False,False,0,True,True,True,3,True,True,True,3
5_21,SG_20170119.csv.gz,21,5.25,5.5,267,True,610.9102340061891,0.12983960778500117,[   0.            0.         8506.88725477],[7753.48197708 5151.74877817 7192.08473849],False,False,False,0,True,True,True,3,True,True,True,3
5_22,SG_20170119.csv.gz,22,5.5,5.75,922,True,3558.232347855718,0.45026907305462477,[ 1384.38765874     0.         36642.84532031],[ 9179.89251419 50349.51366718 67906.98967683],False,True,False,1,True,True,True,3,True,True,True,3
5_23,SG_20170119.csv.gz,23,5.75,6.0,562,True,2246.5346922955327,0.23697306185502784,[ 2104.59279985     0.         25195.41256288],[ 8295.00116693 23844.51970114 39073.26068919],False,False,False,0,True,True,True,3,True,True,True,3
5_24,SG_20170119.csv.gz,24,6.0,6.25,687,True,2333.038896952154,0.3278782463858886,[1.11521177e+00 0.00000000e+00 8.65767813e+03],[ 5603.32452075 10795.81578427 12958.24916721],False,False,False,0,True,True,True,3,True,True,True,3
5_25,SG_20170119.csv.gz,25,6.25,6.5,669,True,2793.7569086045196,0.27056168864395436,[   86.13269241     0.         78889.69446038],[   464.64108643 103595.85295739 134064.25185806],False,False,False,0,True,True,True,3,True,True,True,3
5_26,SG_20170119.csv.gz,26,6.5,6.75,623,True,2620.707052687345,0.2304871543818903,[ 1678.92970462     0.         32303.2608444 ],[ 5088.24697163 50042.60110569 73610.00628121],False,False,False,0,True,True,True,3,True,True,True,3
5_27,SG_20170119.csv.gz,27,6.75,7.0,465,True,1237.5839556855458,0.25898181752718435,[    0.             0.         29077.02754098],[29140.20329659 18284.20135232 28679.63428592],True,True,True,3,True,True,True,3,True,True,True,3
5_28,SG_20170119.csv.gz,28,7.0,7.25,564,True,1341.191240196446,0.3348333902958878,[3.92255731e-02 0.00000000e+00 1.63758127e+04],[12162.26522192 16183.23171238 21678.58263479],False,False,False,0,True,True,True,3,True,True,True,3
5_29,SG_20170119.csv.gz,29,7.25,7.5,393,True,933.6472900641139,0.22913903825350843,[0.00000000e+00 1.51595733e-01 2.34287471e+04],[30975.69768427 11402.25550794 27239.34199123],False,False,True,1,True,True,True,3,True,True,True,3
5_30,SG_20170119.csv.gz,30,7.5,7.75,347,True,858.9916279012757,0.17453127840662014,[6.31357274e-01 7.84799474e+02 4.09518609e+03],[ 8555.54714361  3924.67222768 16016.48467049],False,False,False,0,False,False,False,0,True,True,True,3
5_31,SG_20170119.csv.gz,31,7.75,8.0,539,True,1907.0821513566502,0.2622358975651846,[1.87655813e+01 9.80665839e-02 1.49916998e+04],[ 9510.48784037 16778.68456712 22012.7935272 ],False,False,False,0,True,True,True,3,True,True,True,3
5_32,SG_20170119.csv.gz,32,8.0,8.25,417,True,1000.678097777611,0.24642552254153677,[0.00000000e+00 1.18069946e-01 1.51032237e+04],[18921.40214019  8801.67224209 18846.36809656],True,False,False,1,True,True,True,3,True,True,True,3
5_33,SG_20170119.csv.gz,33,8.25,8.482312066111112,373,True,1082.6114335578159,0.21388110750615305,[0.00000000e+00 2.22161275e-22 3.30314352e+04],[33269.8778716  21094.58464414 32539.87755586],True,True,True,3,True,True,True,3,True,True,True,3
6_0,SG_20170126.csv.gz,0,0.0,0.25,1408,True,6937.184463545812,0.544084001263295,[  977.87308576   274.65954559 26672.41590913],[ 8360.31025136 38505.49205986 40972.94454305],False,False,False,0,True,True,True,3,True,True,True,3
6_1,SG_20170126.csv.gz,1,0.25,0.5,1820,True,9192.474163178946,0.8727361035883363,[8.48779621e+01 6.68028823e-02 9.95271563e+04],[ 55107.91767292  78088.27249807 123363.56356484],False,True,False,1,True,True,True,3,True,True,True,3
6_2,SG_20170126.csv.gz,2,0.5,0.75,871,True,3751.1217821371547,0.5152474379964211,[6.35273594e+01 0.00000000e+00 7.30256297e+04],[40190.12456794 81209.59138734 98460.21764084],False,False,False,0,True,True,True,3,True,True,True,3
6_3,SG_20170126.csv.gz,3,0.75,1.0,789,True,3218.2581405929677,0.38613899398884177,[  506.85085907     0.         36340.28219201],[11562.11952095 38060.8030016  66068.20119187],False,False,False,0,False,False,False,0,True,True,True,3
6_4,SG_20170126.csv.gz,4,1.0,1.25,764,True,2970.2912453411946,0.3863661898107504,[  493.66097552     0.         44587.87780919],[13642.62069366 51185.18964239 79035.77986384],False,False,False,0,False,False,False,0,True,True,True,3
6_5,SG_20170126.csv.gz,5,1.25,1.5,680,True,2341.8398152286118,0.2884185853194916,[ 489.82650526    0.         6037.50119058],[3780.97487083 7548.18325912 8849.86397812],True,False,True,2,True,True,True,3,True,True,True,3
6_6,SG_20170126.csv.gz,6,1.5,1.75,540,True,2097.5816085276574,0.2648795941755768,[ 2173.7753015      0.         41878.79560836],[22015.17504451 49404.57348676 68336.40706498],False,False,False,0,True,True,True,3,True,True,True,3
6_7,SG_20170126.csv.gz,7,1.75,2.0,466,True,1501.5882795941407,0.23777174225724584,[5.50689819e-06 0.00000000e+00 2.16250249e+04],[16714.05872987 19963.06362742 25031.72997603],False,False,False,0,True,True,True,3,True,True,True,3
6_8,SG_20170126.csv.gz,8,2.0,2.25,301,True,737.365907604494,0.16062215242913955,[    0.             0.         30286.03494686],[28181.40187634 16808.0829524  23281.64339641],True,False,False,1,True,True,True,3,True,True,True,3
6_9,SG_20170126.csv.gz,9,2.25,2.5,363,True,925.461093884882,0.20438565127276404,[    0.             0.         24232.05890362],[21080.62961832 18695.15985065 25601.68281061],True,False,True,2,True,True,True,3,True,True,True,3
6_10,SG_20170126.csv.gz,10,2.5,2.75,433,True,1959.2115428374004,0.18991035322164881,[9.20382108e-01 0.00000000e+00 7.74761205e+04],[ 53536.20691232  89790.54934214 105997.37913217],False,False,False,0,True,True,True,3,True,True,True,3
6_11,SG_20170126.csv.gz,11,2.75,3.0,232,True,587.8545594706565,0.12293173134788248,[    0.             0.         32315.94057441],[28127.09734821 18796.19284582 26208.05224448],False,False,False,0,True,True,True,3,True,True,True,3
6_12,SG_20170126.csv.gz,12,3.0,3.25,323,True,1054.4870700419046,0.17597252863543572,[1.04062360e-01 0.00000000e+00 7.71119335e+04],[56576.70677619 66302.6181054  86788.70674932],False,False,False,0,True,True,True,3,True,True,True,3
6_13,SG_20170126.csv.gz,13,3.25,3.5,183,True,373.9241600198323,0.1152679062384061,[7.27122844e+03 6.33438532e-02 1.51608144e+05],[264558.34807345  68124.70002238 132065.64816566],False,False,False,0,True,True,True,3,True,True,True,3
6_14,SG_20170126.csv.gz,14,3.5,3.75,205,True,639.1763884879394,0.09946522372170497,[0.00000000e+00 7.05426011e+00 1.94761575e+04],[22519.45783668  9065.09706618 25427.0317999 ],False,False,False,0,True,True,True,3,True,True,True,3
6_15,SG_20170126.csv.gz,15,3.75,4.0,657,True,3881.552924469789,0.21502421196987212,[  776.4775417     53.19921511 30584.81887717],[ 8062.38340611 49009.52080207 55064.56799816],False,True,False,1,True,True,True,3,True,True,True,3
6_16,SG_20170126.csv.gz,16,4.0,4.25,210,True,392.8461051557107,0.11191671514936677,[39147.77337715    86.28066004  1538.34141997],[137440.80360306    407.67687451  60021.60933883],False,False,False,0,False,False,False,0,True,True,True,3
6_17,SG_20170126.csv.gz,17,4.25,4.5,383,True,1518.3412814425492,0.1807041888324355,[7.17820012e-02 0.00000000e+00 2.31086678e+04],[15772.38627285 26885.86938749 33976.15127134],False,True,False,1,False,True,False,1,True,True,True,3
6_18,SG_20170126.csv.gz,18,4.5,4.75,258,True,832.673205091043,0.12440104623570071,[    0.             0.         36033.41465341],[31181.77544107 22374.48141519 30633.70798047],False,False,False,0,True,True,True,3,True,True,True,3
6_19,SG_20170126.csv.gz,19,4.75,5.0,400,True,1577.8058300366795,0.17808310127923407,[7.51161098e-01 1.11908294e-16 1.37173847e+04],[10312.74894168 21159.79478774 22824.48240505],False,False,False,0,False,False,False,0,True,True,True,3
6_20,SG_20170126.csv.gz,20,5.0,5.25,568,True,2007.7219473776381,0.2984209475356859,[  606.33209621     0.         43464.4402703 ],[12279.97517215 45215.00223432 77659.24431655],False,False,False,0,True,True,True,3,True,True,True,3
6_21,SG_20170126.csv.gz,21,5.25,5.5,270,True,860.4842406025637,0.13176919027727702,[    0.             0.         37116.35567904],[33627.79232535 23534.64128638 31247.96547869],False,False,False,0,True,True,True,3,True,True,True,3
6_22,SG_20170126.csv.gz,22,5.5,5.75,355,True,1164.187610071951,0.1736485024342001,[    0.             0.         23416.61114929],[18812.991159   19380.10385817 24840.87332373],False,False,True,1,True,True,True,3,True,True,True,3
6_23,SG_20170126.csv.gz,23,5.75,6.0,507,True,1822.4007752010907,0.2839864670482523,[3.05187974e+01 0.00000000e+00 8.78208424e+04],[ 55052.72040237  87999.9713121  121482.55038661],False,False,False,0,True,True,True,3,True,True,True,3
6_24,SG_20170126.csv.gz,24,6.0,6.25,405,True,1800.5490272589614,0.1567894116126561,[1.46950306e+02 5.16443779e-03 6.47726000e+04],[   802.64865732 141096.71035279 145820.85445761],False,False,False,0,False,False,False,0,True,True,True,3
6_25,SG_20170126.csv.gz,25,6.25,6.5,389,True,1021.7151897374526,0.21741872903540968,[    0.             0.         28234.19644356],[25772.69023474 18876.83585063 26643.1694403 ],False,False,True,1,True,True,True,3,True,True,True,3
6_26,SG_20170126.csv.gz,26,6.5,6.75,553,True,1669.6940540593123,0.2979644323479713,[ 3876.61247383     0.         14347.00467535],[14134.61339874 29753.46866361 36041.62601827],False,False,False,0,True,True,True,3,True,True,True,3
6_27,SG_20170126.csv.gz,27,6.75,7.0,628,True,2225.602359618102,0.3265374362645532,[1.19842498e+01 0.00000000e+00 2.01442768e+04],[13022.53829187 23504.805945   29464.77708371],False,False,False,0,True,True,True,3,True,True,True,3
6_28,SG_20170126.csv.gz,28,7.0,7.25,597,True,2352.9279637331165,0.3178579902611389,[2.80506373e+01 0.00000000e+00 4.74391056e+04],[34776.36007634 59459.24380267 72951.339779  ],False,False,False,0,True,True,True,3,True,True,True,3
6_29,SG_20170126.csv.gz,29,7.25,7.5,503,True,1422.3381815666553,0.28641775212726633,[2.16845869e-05 0.00000000e+00 2.30940468e+04],[17830.03337197 22569.94648263 28638.16923429],False,False,False,0,True,True,True,3,True,True,True,3
